מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
118281- שעפט לבנות א,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,סוזאן כטיב,ז,3,רגיל,24,1,13,54%,0,0%,0,0%
118281- שעפט לבנות א,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,סוזאן כטיב,ז,4,רגיל,29,1,2,7%,0,0%,0,0%
118281- שעפט לבנות א,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,סוזאן כטיב,ז,2,רגיל,23,1,1,4%,0,0%,0,0%
118299- אלתורי לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מהא סלמן,ז,1,רגיל,27,1,26,96%,0,0%,0,0%
118299- אלתורי לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מהא סלמן,ז,2,רגיל,20,1,19,95%,0,0%,0,0%
118299- אלתורי לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מהא סלמן,ז,4,רגיל,26,1,15,58%,0,0%,0,0%
118299- אלתורי לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מהא סלמן,ז,3,רגיל,28,1,16,57%,0,0%,0,0%
118307- עמריה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,נפיסה סעידה,ז,2,רגיל,19,1,18,95%,0,0%,0,0%
118307- עמריה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,נפיסה סעידה,ז,1,רגיל,15,1,13,87%,0,0%,0,0%
118331- מולויה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,נהיל אבו סרור,ז,1,רגיל,24,1,22,92%,0,0%,0,0%
118331- מולויה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,נהיל אבו סרור,ז,2,רגיל,23,1,21,91%,0,0%,0,0%
140012- אולפנא תורנית חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עודד עוזיאל מיזליש,ז,5,רגיל,30,1,30,100%,30,100%,30,100%
140012- אולפנא תורנית חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עודד עוזיאל מיזליש,ז,4,רגיל,31,1,31,100%,30,97%,30,97%
140012- אולפנא תורנית חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עודד עוזיאל מיזליש,ז,1,רגיל,33,1,33,100%,31,94%,31,94%
140012- אולפנא תורנית חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עודד עוזיאל מיזליש,ז,3,רגיל,30,1,30,100%,27,90%,27,90%
140038- עירוני דתי רוטשילד,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שולמית אייזקס,ז,2,רגיל,22,1,22,100%,0,0%,0,0%
140038- עירוני דתי רוטשילד,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שולמית אייזקס,ז,1,רגיל,26,1,25,96%,0,0%,0,0%
140046- עירוני ג',ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,רננה אורון,ז,1,רגיל,18,1,12,67%,0,0%,0,0%
140046- עירוני ג',ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,רננה אורון,ז,3,רגיל,20,1,12,60%,0,0%,0,0%
140046- עירוני ג',ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,רננה אורון,ז,2,מיוחד,6,1,1,17%,0,0%,0,0%
140053- אקדמיה למוסיקה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אילנה אוריצקי,ז,2,רגיל,22,1,21,95%,0,0%,0,0%
140053- אקדמיה למוסיקה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אילנה אוריצקי,ז,1,רגיל,21,1,20,95%,0,0%,0,0%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,6,רגיל,24,1,24,100%,4,17%,4,17%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,5,רגיל,26,1,26,100%,4,15%,4,15%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,4,רגיל,28,1,28,100%,3,11%,3,11%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,1,רגיל,40,1,39,98%,3,8%,3,8%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,2,רגיל,31,1,32,103%,1,3%,1,3%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,3,רגיל,21,1,21,100%,0,0%,0,0%
140061- תכון ליד האוניברסיטה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,ארז הקר,ז,8,מיוחד,5,1,3,60%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,4,רגיל,27,1,27,100%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,3,רגיל,34,1,33,97%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,2,רגיל,29,1,24,83%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,1,רגיל,31,1,24,77%,0,0%,0,0%
140079- הגמנסיה העברית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עופר טס,ז,7,מיוחד,7,1,3,43%,0,0%,0,0%
140087- רנה קסין דרכא,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,שגיא כהן,ז,1,רגיל,29,1,26,90%,0,0%,0,0%
"140103- תיכון ע""ש בויאר",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דפנה מנשה-ברוך,ז,2,רגיל,35,1,35,100%,0,0%,0,0%
"140103- תיכון ע""ש בויאר",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דפנה מנשה-ברוך,ז,1,רגיל,34,1,34,100%,0,0%,0,0%
"140103- תיכון ע""ש בויאר",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דפנה מנשה-ברוך,ז,3,רגיל,31,1,31,100%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,3,רגיל,26,1,20,77%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,6,רגיל,19,1,12,63%,0,0%,0,0%
140129- קרית נוער ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אביחי חרזי,ז,5,רגיל,25,1,12,48%,0,0%,0,0%
140137- ישיבת נתיב מאיר,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,משה מאיר וייס,ז,1,רגיל,21,1,13,62%,0,0%,0,0%
140137- ישיבת נתיב מאיר,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,משה מאיר וייס,ז,3,רגיל,20,1,11,55%,0,0%,0,0%
140145- ישיבת חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יצחק דור,ז,1,רגיל,30,1,30,100%,0,0%,0,0%
140145- ישיבת חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יצחק דור,ז,4,רגיל,30,1,12,40%,0,0%,0,0%
140145- ישיבת חורב,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יצחק דור,ז,2,רגיל,31,1,11,35%,0,0%,0,0%
"140186- תורני ע""ש פ. הימלפרב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שלמה דנינו,ז,3,רגיל,32,1,32,100%,0,0%,0,0%
"140186- תורני ע""ש פ. הימלפרב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שלמה דנינו,ז,1,רגיל,31,1,31,100%,0,0%,0,0%
"140186- תורני ע""ש פ. הימלפרב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שלמה דנינו,ז,2,רגיל,31,1,31,100%,0,0%,0,0%
"140186- תורני ע""ש פ. הימלפרב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שלמה דנינו,ז,5,רגיל,30,1,30,100%,0,0%,0,0%
"140186- תורני ע""ש פ. הימלפרב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,שלמה דנינו,ז,4,מיוחד,7,1,7,100%,0,0%,0,0%
140202- עתיד שחר בית שמש,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלינור ביטון,ז,2,רגיל,23,1,23,100%,0,0%,0,0%
140202- עתיד שחר בית שמש,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלינור ביטון,ז,1,רגיל,22,1,22,100%,0,0%,0,0%
140202- עתיד שחר בית שמש,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלינור ביטון,ז,3,מיוחד,12,1,12,100%,0,0%,0,0%
140236- תורני נסויי בנות פלך,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יעל-סופי פפר,ז,3,רגיל,32,1,32,100%,24,75%,24,75%
140236- תורני נסויי בנות פלך,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יעל-סופי פפר,ז,1,רגיל,33,1,33,100%,22,67%,22,67%
140236- תורני נסויי בנות פלך,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יעל-סופי פפר,ז,4,רגיל,32,1,32,100%,20,63%,20,63%
140277- מדרשיית עמליה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יעל פרגון,ז,1,רגיל,26,1,25,96%,0,0%,0,0%
140491- אולפנת צביה ירושלים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,עירית הלוי,ז,1,רגיל,32,1,32,100%,0,0%,0,0%
140665- אולפנא לבנות,קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שילה דגנית הלוי,ז,2,רגיל,22,1,22,100%,0,0%,0,0%
140665- אולפנא לבנות,קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שילה דגנית הלוי,ז,3,רגיל,22,1,22,100%,0,0%,0,0%
140665- אולפנא לבנות,קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שילה דגנית הלוי,ז,1,רגיל,22,1,21,95%,0,0%,0,0%
140665- אולפנא לבנות,קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שילה דגנית הלוי,ז,4,מיוחד,11,1,10,91%,0,0%,0,0%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,1,רגיל,34,1,34,100%,28,82%,28,82%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,2,רגיל,32,1,27,84%,23,72%,23,72%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,5,רגיל,33,1,33,100%,23,70%,23,70%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,4,רגיל,31,1,31,100%,12,39%,12,39%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,6,מיוחד,12,1,12,100%,0,0%,0,0%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,3,רגיל,31,1,25,81%,0,0%,0,0%
140731- מקיף גילה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אייל רייכמן,ז,2,רגיל,27,1,27,100%,24,89%,24,89%
140731- מקיף גילה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אייל רייכמן,ז,1,רגיל,19,1,19,100%,0,0%,0,0%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,1,רגיל,31,1,27,87%,0,0%,0,0%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,2,רגיל,27,1,16,59%,0,0%,0,0%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,3,רגיל,27,1,13,48%,0,0%,0,0%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,6,מיוחד,7,1,3,43%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,1,רגיל,35,1,35,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,6,רגיל,35,1,35,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,2,רגיל,33,1,33,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,3,רגיל,32,1,32,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,4,רגיל,30,1,30,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,7,רגיל,30,1,30,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,8,רגיל,30,1,30,100%,0,0%,0,0%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,5,רגיל,26,1,26,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,3,רגיל,33,1,33,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,4,רגיל,33,1,33,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,5,רגיל,31,1,31,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,1,רגיל,30,1,30,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,6,מיוחד,12,1,12,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,8,מיוחד,6,1,6,100%,0,0%,0,0%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,2,רגיל,32,1,31,97%,0,0%,0,0%
140871- תיכון גבעת גונן,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אוהד הופמן,ז,1,רגיל,22,1,22,100%,0,0%,0,0%
140871- תיכון גבעת גונן,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אוהד הופמן,ז,2,רגיל,30,1,25,83%,0,0%,0,0%
"140889- חט""ב בנים קרית ארבע",קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,מנחם סעדיה,ז,4,רגיל,29,1,28,97%,0,0%,0,0%
"140889- חט""ב בנים קרית ארבע",קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,מנחם סעדיה,ז,1,רגיל,31,1,29,94%,0,0%,0,0%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,3,רגיל,30,1,9,30%,0,0%,0,0%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,1,רגיל,34,1,7,21%,0,0%,0,0%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,5,מיוחד,6,1,1,17%,0,0%,0,0%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,2,רגיל,21,1,21,100%,0,0%,0,0%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,4,מיוחד,7,1,7,100%,0,0%,0,0%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,1,רגיל,22,1,21,95%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,2,רגיל,30,1,30,100%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,4,רגיל,30,1,30,100%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,1,רגיל,29,1,29,100%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,5,רגיל,29,1,29,100%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,6,מיוחד,6,1,6,100%,0,0%,0,0%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,3,מיוחד,7,1,6,86%,0,0%,0,0%
"141002- חט""ב יצחק רבין",גבעת זאב,ממלכתי,ירושלים,יהודי,ציפי יעקב,מזל רחל שמש,ז,1,רגיל,27,1,27,100%,0,0%,0,0%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,2,רגיל,29,1,29,100%,0,0%,0,0%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,1,רגיל,28,1,28,100%,0,0%,0,0%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,3,מיוחד,10,1,2,20%,0,0%,0,0%
141168- תורני לבנות ב.שולמית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אמיתי יצחק שחור,ז,1,רגיל,36,1,20,56%,0,0%,0,0%
141176- אולפנת צביה מ. אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה נריה ירושלים,ז,2,רגיל,33,1,33,100%,0,0%,0,0%
141176- אולפנת צביה מ. אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה נריה ירושלים,ז,1,רגיל,31,1,31,100%,0,0%,0,0%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,1,רגיל,24,1,24,100%,0,0%,0,0%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,3,רגיל,19,1,19,100%,0,0%,0,0%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,2,מיוחד,15,1,15,100%,0,0%,0,0%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,4,רגיל,19,1,18,95%,0,0%,0,0%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,2,רגיל,30,1,30,100%,0,0%,0,0%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,1,רגיל,29,1,29,100%,0,0%,0,0%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,3,רגיל,32,1,31,97%,0,0%,0,0%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,5,רגיל,24,1,23,96%,0,0%,0,0%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,3,מיוחד,6,1,5,83%,0,0%,0,0%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,1,רגיל,18,1,13,72%,0,0%,0,0%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,3,רגיל,34,1,34,100%,0,0%,0,0%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,1,רגיל,33,1,33,100%,0,0%,0,0%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,2,רגיל,32,1,32,100%,0,0%,0,0%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,4,רגיל,32,1,32,100%,0,0%,0,0%
141754- ישיבה תיכ' תורה ומדע,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,רפאל עמיחי בובליל,ז,1,רגיל,33,1,33,100%,0,0%,0,0%
143404- אהל שילה בנים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,רפאל ממן,ז,1,רגיל,30,1,15,50%,0,0%,0,0%
143404- אהל שילה בנים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,רפאל ממן,ז,2,רגיל,31,1,11,35%,0,0%,0,0%
144097- המרכז הישראלי למצוינות בחינוך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נועה שפי,ז,1,רגיל,28,1,28,100%,0,0%,0,0%
144097- המרכז הישראלי למצוינות בחינוך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נועה שפי,ז,2,רגיל,28,1,28,100%,0,0%,0,0%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,1,רגיל,31,1,31,100%,0,0%,0,0%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,2,רגיל,29,1,29,100%,0,0%,0,0%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,3,מיוחד,7,1,3,43%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,4,רגיל,34,1,34,100%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,5,רגיל,34,1,34,100%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,2,רגיל,33,1,33,100%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,3,רגיל,33,1,33,100%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,1,רגיל,31,1,31,100%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,6,מיוחד,9,1,5,56%,0,0%,0,0%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,7,מיוחד,7,1,2,29%,0,0%,0,0%
144428- ישיבת צביה מ.אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,יוסף מנחם פרנקל,ז,3,רגיל,30,1,30,100%,0,0%,0,0%
144428- ישיבת צביה מ.אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,יוסף מנחם פרנקל,ז,2,רגיל,29,1,29,100%,0,0%,0,0%
144592- קדמה ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל חדאד,ז,1,רגיל,18,1,17,94%,0,0%,0,0%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,1,רגיל,29,1,29,100%,0,0%,0,0%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,3,רגיל,25,1,25,100%,0,0%,0,0%
